MCID,CID,Campaign Name,AID,MAID,Advertiser Name,BID,Business,Budget,Start Date,Last 7 Days,Last 30 Days,Service Principal Name,Service Principal Manager,Channel,,,,,,,,,,,
600-799-9500,2611355,LSA | Swanson-Jones | Synthetic,306373,185177,Swanson-Jones,9588,Swanson-Jones INC,"21,743.90",04-05-2026,"8,471.24","46,525.14",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
659-619-0960,0640868,"LSA | Escobar, Williams and Jackson | Synthetic",898840,362540,"Escobar, Williams and Jackson",9498,"Escobar, Williams and Jackson INC","26,717.79",22-04-2025,0.00,0.00,Architect Value-Added Applications,Troy Freeman,DirectLocal,,,,,,,,,,,
689-870-0367,2559822,LSA | Wallace-Dean | Synthetic,942599,126544,Wallace-Dean,5673,Wallace-Dean INC,"49,084.87",26-07-2024,0.00,0.00,Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
518-867-7956,4648388,LSA | Walker Inc | Synthetic,077080,966450,Walker Inc,1192,Walker Inc INC,"21,842.35",02-05-2026,545.41,"15,515.83",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
284-214-4421,3581520,"LSA | Smith, Jensen and Hanson | Synthetic",608407,432209,"Smith, Jensen and Hanson",3419,"Smith, Jensen and Hanson INC","17,769.94",04-02-2026,"10,987.59","39,037.27",Mesh E-Business E-Markets,Melissa Bryant,DummyG,,,,,,,,,,,
147-867-2710,0125755,"LSA | Rose, Glover and Stout | Synthetic",737876,005181,"Rose, Glover and Stout",1192,"Rose, Glover and Stout INC","41,473.68",11-04-2026,"1,574.81","25,061.02",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
411-608-0395,7891838,"LSA | Cohen, Bishop and Castillo | Synthetic",896100,890206,"Cohen, Bishop and Castillo",9588,"Cohen, Bishop and Castillo INC","30,914.62",06-05-2026,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
075-774-0106,8465818,"LSA | Edwards, Sandoval and Tran | Synthetic",769573,496176,"Edwards, Sandoval and Tran",7819,"Edwards, Sandoval and Tran INC","50,017.18",14-04-2026,"8,610.37","33,737.81",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
563-287-7049,4206473,LSA | Snow-Mccarthy | Synthetic,361296,221406,Snow-Mccarthy,6385,Snow-Mccarthy INC,"59,658.04",01-05-2026,"12,828.15","20,364.92",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
570-477-0835,4564468,"LSA | Brady, Mcneil and Alvarado | Synthetic",440120,973095,"Brady, Mcneil and Alvarado",9932,"Brady, Mcneil and Alvarado INC","32,526.17",02-05-2026,"12,406.27","16,594.43",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
202-295-4515,5288643,"LSA | Palmer, Monroe and Tate | Synthetic",154479,248422,"Palmer, Monroe and Tate",3698,"Palmer, Monroe and Tate INC","32,814.21",15-03-2026,0.00,0.00,Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
053-992-6735,2276080,"LSA | Cervantes, Garrett and George | Synthetic",228612,844925,"Cervantes, Garrett and George",3698,"Cervantes, Garrett and George INC","8,745.44",01-05-2026,"12,753.34","28,293.15",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
633-086-7169,6156258,"LSA | Sandoval, Williams and Jackson | Synthetic",577919,243625,"Sandoval, Williams and Jackson",3925,"Sandoval, Williams and Jackson INC","45,894.62",18-04-2026,"1,885.63","54,303.43",Monetize Robust Platforms,Zachary Bowman,DummyG,,,,,,,,,,,
715-584-4292,6198867,"LSA | Rogers, Krause and Neal | Synthetic",582372,268710,"Rogers, Krause and Neal",9932,"Rogers, Krause and Neal INC","30,084.45",13-04-2026,"1,378.65","13,932.39",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
026-593-3977,7324208,LSA | Juarez Group | Synthetic,437397,999011,Juarez Group,3698,Juarez Group INC,"24,994.28",23-04-2026,"4,062.31","36,161.09",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
866-989-5909,0897656,LSA | Lee Ltd | Synthetic,708594,687949,Lee Ltd,9980,Lee Ltd INC,"3,850.15",28-04-2026,"2,261.22","8,632.75",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
028-262-2809,1492735,LSA | Beard-Bell | Synthetic,262759,771890,Beard-Bell,9980,Beard-Bell INC,"39,121.71",07-04-2026,"5,806.86","39,489.52",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
228-402-4366,4248857,LSA | Potter-Walters | Synthetic,784346,933252,Potter-Walters,5673,Potter-Walters INC,"37,855.40",03-01-2026,"6,034.24","28,405.22",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
675-476-7457,9513065,LSA | Vance PLC | Synthetic,203735,443788,Vance PLC,7819,Vance PLC INC,"6,471.89",06-02-2026,233.07,"63,160.96",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
048-890-0536,6762641,LSA | Kirby-Reyes | Synthetic,769413,793070,Kirby-Reyes,6130,Kirby-Reyes INC,"6,646.84",30-12-2024,726.47,"43,422.77",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
843-079-5084,2587764,"LSA | Brown, Peck and Singleton | Synthetic",270845,486946,"Brown, Peck and Singleton",9980,"Brown, Peck and Singleton INC","51,595.47",10-04-2026,"3,987.19","71,610.67",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
260-482-2438,6461827,LSA | Williams PLC | Synthetic,697451,539299,Williams PLC,9980,Williams PLC INC,732.31,09-04-2026,"3,737.57","69,086.60",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
404-059-3620,6128363,LSA | Mitchell Inc | Synthetic,461645,283228,Mitchell Inc,9365,Mitchell Inc INC,"43,649.82",24-03-2026,"5,398.70","1,266.17",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
047-144-6953,2982989,"LSA | Nelson, Wells and Wagner | Synthetic",820154,893966,"Nelson, Wells and Wagner",9365,"Nelson, Wells and Wagner INC","24,413.04",23-04-2026,"7,766.80","64,751.24",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
779-844-6638,9796162,"LSA | Lewis, Hernandez and Ross | Synthetic",388422,411216,"Lewis, Hernandez and Ross",4206,"Lewis, Hernandez and Ross INC","50,793.93",11-02-2025,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
032-476-1002,3867753,LSA | Acevedo LLC | Synthetic,303830,686543,Acevedo LLC,3698,Acevedo LLC INC,"2,617.60",01-05-2026,"8,683.26","70,664.61",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
230-988-0298,3667281,"LSA | Perez, Horn and Navarro | Synthetic",940322,691689,"Perez, Horn and Navarro",9588,"Perez, Horn and Navarro INC","23,878.39",01-05-2026,"8,533.09","63,890.62",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
445-442-4843,0249767,LSA | Lee PLC | Synthetic,246003,438990,Lee PLC,3102,Lee PLC INC,"14,953.85",05-05-2026,"12,876.36","51,540.58",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
933-007-6665,0838262,LSA | Rivera-Lawson | Synthetic,222228,551471,Rivera-Lawson,6938,Rivera-Lawson INC,"33,116.66",06-05-2026,"13,279.17","22,494.29",Empower Impactful Infrastructures,Robert Diaz,DirectLocal,,,,,,,,,,,
309-753-0998,5334154,LSA | Figueroa Inc | Synthetic,631507,351282,Figueroa Inc,9588,Figueroa Inc INC,"16,567.19",27-04-2026,0.00,"10,646.80",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
331-961-5087,9413283,LSA | Soto-Woods | Synthetic,241222,316704,Soto-Woods,9226,Soto-Woods INC,"21,870.66",06-05-2026,"5,046.78","23,376.52",Enable Back-End Architectures,Wendy Lowe,GateHouse,,,,,,,,,,,
063-943-6375,7735806,LSA | Soto-Woods | Synthetic,241222,316704,Soto-Woods,9226,Soto-Woods INC,"1,297.44",13-04-2026,"9,767.58","40,852.65",Enable Back-End Architectures,Wendy Lowe,GateHouse,,,,,,,,,,,
943-668-1917,0368789,LSA | Soto-Woods | Synthetic,241222,316704,Soto-Woods,9226,Soto-Woods INC,"24,242.38",17-04-2026,"13,514.51","27,662.99",Enable Back-End Architectures,Wendy Lowe,GateHouse,,,,,,,,,,,
437-304-8786,1666355,LSA | Peterson PLC | Synthetic,436427,437245,Peterson PLC,9365,Peterson PLC INC,"51,594.35",11-02-2025,"11,070.77","2,056.44",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
372-462-1226,7201147,LSA | Summers-Anderson | Synthetic,202198,868559,Summers-Anderson,3698,Summers-Anderson INC,"37,922.15",07-05-2026,"3,286.14","25,485.81",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
433-311-6182,2806431,"LSA | Villanueva, Griffin and Lopez | Synthetic",103183,563102,"Villanueva, Griffin and Lopez",9980,"Villanueva, Griffin and Lopez INC","3,675.68",20-04-2026,"4,507.35","26,203.99",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
092-866-9207,1038763,LSA | Blackwell-Jackson | Synthetic,292661,803693,Blackwell-Jackson,9588,Blackwell-Jackson INC,"29,296.54",28-04-2026,"7,878.72","21,666.60",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
182-892-2113,3118194,"LSA | Weaver, Moss and Johnson | Synthetic",447147,273331,"Weaver, Moss and Johnson",4179,"Weaver, Moss and Johnson INC","49,652.66",23-04-2026,"8,352.22","9,892.26",Synthesize B2B Schemas,Timothy Rogers,DummyG,,,,,,,,,,,
839-320-4631,5040355,LSA | Schaefer Group | Synthetic,241099,828645,Schaefer Group,4738,Schaefer Group INC,"30,414.30",02-05-2026,"10,674.50","43,840.59",Maximize Transparent Metrics,Aaron Wilkinson,DummyG,,,,,,,,,,,
824-554-8269,3383611,LSA | Schaefer Group | Synthetic,241099,828645,Schaefer Group,4738,Schaefer Group INC,"17,365.83",02-04-2026,570.77,"67,805.52",Maximize Transparent Metrics,Aaron Wilkinson,DummyG,,,,,,,,,,,
463-303-5053,7375607,LSA | Martin-Anderson | Synthetic,347993,649831,Martin-Anderson,9588,Martin-Anderson INC,"26,354.65",14-04-2026,0.00,"59,021.03",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
568-246-9462,7874354,"LSA | Parker, Thompson and Jimenez | Synthetic",211495,839922,"Parker, Thompson and Jimenez",9980,"Parker, Thompson and Jimenez INC","10,544.51",05-05-2026,"1,580.15","33,740.44",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
800-177-5213,5769403,LSA | Guzman-Noble | Synthetic,229225,904639,Guzman-Noble,1479,Guzman-Noble INC,"27,432.74",17-02-2025,0.00,0.00,Redefine Ubiquitous Portals,Robert Diaz,DirectLocal,,,,,,,,,,,
366-437-6759,7051926,"LSA | Williams, Rogers and Thomas | Synthetic",501311,319470,"Williams, Rogers and Thomas",1479,"Williams, Rogers and Thomas INC","54,905.97",05-03-2025,0.00,0.00,Redefine Ubiquitous Portals,Robert Diaz,DirectLocal,,,,,,,,,,,
643-455-0630,2924597,"LSA | Blake, Torres and Richardson | Synthetic",766138,922893,"Blake, Torres and Richardson",4744,"Blake, Torres and Richardson INC","51,711.22",09-04-2026,"11,692.76","35,769.94",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
665-498-8890,4926255,"LSA | Riddle, Patrick and Torres | Synthetic",093866,687695,"Riddle, Patrick and Torres",3487,"Riddle, Patrick and Torres INC","37,015.25",21-04-2026,952.56,"24,475.81",Benchmark Front-End Functionalities,Wendy Lowe,DirectLocal,,,,,,,,,,,
492-353-4812,6864688,LSA | Calhoun-Henderson | Synthetic,420672,771030,Calhoun-Henderson,7819,Calhoun-Henderson INC,"37,466.96",30-04-2026,"4,842.74","39,556.59",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
955-153-8867,2768505,"LSA | Riddle, Patrick and Torres | Synthetic",093866,687695,"Riddle, Patrick and Torres",3487,"Riddle, Patrick and Torres INC","6,026.17",26-04-2026,"4,194.82","66,156.95",Benchmark Front-End Functionalities,Wendy Lowe,DirectLocal,,,,,,,,,,,
986-217-7369,6481733,LSA | Freeman LLC | Synthetic,993467,940310,Freeman LLC,4279,Freeman LLC INC,"31,138.89",10-04-2026,"2,128.99","42,575.67",Cultivate Visionary Architectures,Alejandro Davis,DirectLocal,,,,,,,,,,,
843-071-0546,0300113,LSA | Silva-Smith | Synthetic,969079,016677,Silva-Smith,9588,Silva-Smith INC,"4,719.41",20-03-2025,0.00,0.00,E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
551-219-3630,8614293,LSA | Chang-Nguyen | Synthetic,115733,597698,Chang-Nguyen,9932,Chang-Nguyen INC,"29,797.67",28-04-2026,"7,789.02","10,064.42",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
013-388-9143,9968893,LSA | Thomas and Sons | Synthetic,188936,985711,Thomas and Sons,6938,Thomas and Sons INC,"36,778.39",11-04-2025,0.00,0.00,Empower Impactful Infrastructures,Robert Diaz,DirectLocal,,,,,,,,,,,
660-357-6484,3387893,LSA | Brown Group | Synthetic,510613,801244,Brown Group,7986,Brown Group INC,"58,633.14",05-04-2026,"2,149.37","8,955.56",Cultivate Mission-Critical Channels,Robert Diaz,DirectLocal,,,,,,,,,,,
163-642-7940,9532441,"LSA | Hernandez, Brady and Rivera | Synthetic",359175,958782,"Hernandez, Brady and Rivera",9365,"Hernandez, Brady and Rivera INC","48,978.02",13-12-2025,"8,161.22","22,649.66",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
982-255-4853,7319955,LSA | Bonilla and Sons | Synthetic,931185,911862,Bonilla and Sons,3429,Bonilla and Sons INC,"57,078.98",21-03-2026,"5,388.02","4,610.77",Integrate Value-Added Architectures,Heather Jones,DummyG,,,,,,,,,,,
849-486-5689,6343196,LSA | Hodges-Holden | Synthetic,166454,727679,Hodges-Holden,5673,Hodges-Holden INC,610.11,21-04-2026,"5,700.88","60,947.95",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
055-897-4293,6940948,LSA | Hodges-Holden | Synthetic,166454,727679,Hodges-Holden,5673,Hodges-Holden INC,"11,445.20",05-05-2026,"5,994.66","57,718.14",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
683-111-7551,7963847,LSA | Martinez-Morris | Synthetic,401571,216030,Martinez-Morris,9365,Martinez-Morris INC,"35,950.64",24-03-2026,"11,115.85","61,649.40",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
323-283-7823,8467855,LSA | Arellano-Vaughan | Synthetic,042405,335487,Arellano-Vaughan,9980,Arellano-Vaughan INC,"37,615.85",17-02-2026,0.00,0.00,Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
192-306-9073,9149029,LSA | Rivera Inc | Synthetic,397259,286195,Rivera Inc,8295,Rivera Inc INC,"31,662.28",02-04-2026,"2,695.75","15,352.11",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
318-634-5296,9256163,LSA | Ferrell-Wright | Synthetic,405947,570928,Ferrell-Wright,5673,Ferrell-Wright INC,"39,026.80",14-12-2025,"12,160.56","4,927.20",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
189-027-7973,5856831,LSA | Simmons Group | Synthetic,399170,583494,Simmons Group,8295,Simmons Group INC,"41,376.30",05-05-2026,355.72,"54,746.66",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
614-999-6958,0972857,"LSA | Miller, Davis and Wallace | Synthetic",267040,432314,"Miller, Davis and Wallace",9588,"Miller, Davis and Wallace INC","18,440.89",06-05-2026,"13,297.63","26,099.44",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
854-578-3165,7057772,LSA | Robinson and Sons | Synthetic,239864,199556,Robinson and Sons,9588,Robinson and Sons INC,"50,666.00",07-05-2026,"7,902.47","42,214.54",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
773-392-0352,4345910,"LSA | Oneill, Parker and Jones | Synthetic",454554,726855,"Oneill, Parker and Jones",9932,"Oneill, Parker and Jones INC","33,380.79",05-05-2026,"3,848.63","57,559.08",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
568-238-8417,3083975,LSA | Weaver-Bryant | Synthetic,586091,754774,Weaver-Bryant,4279,Weaver-Bryant INC,"46,157.72",12-03-2026,0.00,"60,860.45",Streamline B2B Applications,Robert Diaz,DirectLocal,,,,,,,,,,,
768-212-8660,3304189,LSA | Jones-Meza | Synthetic,594959,783433,Jones-Meza,8295,Jones-Meza INC,"30,108.30",30-04-2026,"2,333.39","20,307.71",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
703-511-1982,4161587,"LSA | Elliott, Martinez and Guerrero | Synthetic",594124,992565,"Elliott, Martinez and Guerrero",5673,"Elliott, Martinez and Guerrero INC","56,476.28",21-04-2026,"8,430.74","51,390.36",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
307-500-9962,5653597,LSA | Drake and Sons | Synthetic,283000,496512,Drake and Sons,5673,Drake and Sons INC,"21,894.46",01-05-2026,"3,196.31","59,302.33",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
169-374-5490,8327658,LSA | Drake and Sons | Synthetic,283000,496512,Drake and Sons,5673,Drake and Sons INC,"31,515.65",06-01-2026,"8,585.91","3,726.77",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
085-432-0595,8046223,LSA | Lee-Williams | Synthetic,824842,993772,Lee-Williams,5673,Lee-Williams INC,"31,616.60",01-05-2026,"5,214.52","19,278.10",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
132-879-5397,2752985,"LSA | Jones, Stark and Smith | Synthetic",089371,240535,"Jones, Stark and Smith",5673,"Jones, Stark and Smith INC","45,363.17",07-05-2026,"12,060.12","4,136.59",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
135-328-1237,8836333,LSA | Jones-Gordon | Synthetic,381844,376311,Jones-Gordon,5673,Jones-Gordon INC,"53,402.58",17-04-2026,5.84,"59,547.20",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
940-755-1397,3161830,LSA | Schmidt PLC | Synthetic,344475,730872,Schmidt PLC,5673,Schmidt PLC INC,"43,536.35",01-05-2026,"12,379.47","9,480.18",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
937-569-2518,6188617,LSA | Wilson-Garcia | Synthetic,900595,472411,Wilson-Garcia,5673,Wilson-Garcia INC,"5,972.09",31-03-2026,"7,940.23","21,794.27",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
377-514-2632,3664447,LSA | Andrade-Swanson | Synthetic,572890,926027,Andrade-Swanson,5673,Andrade-Swanson INC,"43,622.76",13-03-2026,"12,191.19","44,655.45",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
364-204-4452,9658388,LSA | Miller-Moore | Synthetic,154538,578773,Miller-Moore,5673,Miller-Moore INC,"33,119.56",28-11-2025,"6,073.20","55,372.41",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
149-453-3738,1982003,"LSA | Carter, Williams and Myers | Synthetic",507376,587601,"Carter, Williams and Myers",5673,"Carter, Williams and Myers INC","55,479.99",24-03-2026,"6,838.66","25,005.67",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
414-854-4803,1739656,LSA | Chen Ltd | Synthetic,129787,149209,Chen Ltd,5673,Chen Ltd INC,518.56,04-06-2025,0.00,"12,011.10",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
383-337-5574,0522424,"LSA | Jones, Stark and Smith | Synthetic",089371,240535,"Jones, Stark and Smith",5673,"Jones, Stark and Smith INC","54,140.61",01-05-2026,"4,842.31","47,206.52",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
296-703-7995,1540000,"LSA | Jones, Stark and Smith | Synthetic",089371,240535,"Jones, Stark and Smith",5673,"Jones, Stark and Smith INC","47,595.02",21-03-2026,"10,711.21","53,474.99",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
901-183-5293,0413949,LSA | Schmidt PLC | Synthetic,344475,730872,Schmidt PLC,5673,Schmidt PLC INC,"15,060.64",04-04-2026,"13,115.78","66,081.53",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
641-245-6363,1582407,LSA | Price-Ryan | Synthetic,119382,365392,Price-Ryan,5673,Price-Ryan INC,"43,015.40",30-04-2026,"7,504.86","6,998.65",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
170-289-7300,0118278,LSA | Price-Ryan | Synthetic,119382,365392,Price-Ryan,5673,Price-Ryan INC,"35,553.86",21-03-2026,"5,845.59","5,346.28",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
631-834-4511,3186073,LSA | Baker-Webb | Synthetic,247147,117609,Baker-Webb,9980,Baker-Webb INC,"32,081.56",21-04-2026,"12,687.17","68,431.50",Integrate 24/7 Channels,Anthony Duran,National,,,,,,,,,,,
836-326-9677,1411616,LSA | Chase PLC | Synthetic,113558,487323,Chase PLC,1400,Chase PLC INC,"39,325.30",18-04-2026,"1,702.31","13,385.30",Maximize User-Centric Solutions,Anthony Duran,National,,,,,,,,,,,
287-033-0586,5198025,LSA | Richardson LLC | Synthetic,712209,056522,Richardson LLC,9588,Richardson LLC INC,"25,850.70",03-05-2026,356.96,"4,143.19",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
084-488-5958,2273763,"LSA | Foster, Schneider and Flores | Synthetic",197172,523222,"Foster, Schneider and Flores",7636,"Foster, Schneider and Flores INC","23,520.52",15-04-2026,"4,471.43","5,354.93",Envisioneer Bricks-And-Clicks Niches,Robert Diaz,DirectLocal,,,,,,,,,,,
796-511-7696,2664798,LSA | Martinez Ltd | Synthetic,539870,165094,Martinez Ltd,3081,Martinez Ltd INC,"24,510.34",27-11-2025,0.00,0.00,Disintermediate Efficient Partnerships,Carla Johnson,DirectLocal,,,,,,,,,,,
268-921-5708,8569745,LSA | Patel Group | Synthetic,574380,963626,Patel Group,8295,Patel Group INC,"13,101.85",05-05-2026,"4,714.45","20,041.43",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
607-190-8495,6335091,LSA | Buchanan-Yang | Synthetic,002776,091647,Buchanan-Yang,9365,Buchanan-Yang INC,"49,394.88",24-04-2026,0.00,"68,500.20",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
534-845-5349,8168180,LSA | Wilson-Garcia | Synthetic,900595,472411,Wilson-Garcia,5673,Wilson-Garcia INC,"22,207.88",14-04-2026,"12,314.64","8,470.86",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
491-789-3854,6970276,LSA | Lee-Williams | Synthetic,824842,993772,Lee-Williams,5673,Lee-Williams INC,"12,941.05",07-04-2026,"2,368.19","65,004.69",Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
577-225-2208,1090209,LSA | Chen Ltd | Synthetic,129787,149209,Chen Ltd,5673,Chen Ltd INC,"44,843.31",07-01-2026,0.00,0.00,Empower Global Relationships,Lynn Houston,National,,,,,,,,,,,
261-045-6634,9550943,LSA | Perez-Wilson | Synthetic,416742,508993,Perez-Wilson,3698,Perez-Wilson INC,"50,131.50",01-10-2025,0.00,0.00,Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
482-445-6265,8184634,LSA | Carter-Carter | Synthetic,476769,789680,Carter-Carter,9365,Carter-Carter INC,"48,794.07",23-04-2026,0.00,"2,250.00",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
240-075-7831,0683655,LSA | Reeves-Mcknight | Synthetic,255304,015932,Reeves-Mcknight,9365,Reeves-Mcknight INC,"39,762.79",22-07-2025,0.00,0.00,Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
375-693-0333,2994155,LSA | Schmidt-Fox | Synthetic,029448,138174,Schmidt-Fox,0746,Schmidt-Fox INC,"39,112.89",25-06-2025,0.00,0.00,Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
629-660-2883,7644524,"LSA | Sanders, Werner and Salazar | Synthetic",665371,737155,"Sanders, Werner and Salazar",9932,"Sanders, Werner and Salazar INC",838.17,12-03-2026,0.00,"33,138.52",Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
739-364-1553,5358079,LSA | Lowe-Wright | Synthetic,684946,654346,Lowe-Wright,6249,Lowe-Wright INC,"28,295.96",09-04-2026,"4,994.58","68,239.12",Embrace Cross-Platform Eyeballs,Stephen Vargas,DirectLocal,,,,,,,,,,,
469-221-1870,0560834,"LSA | Smith, Vasquez and Evans | Synthetic",803123,951935,"Smith, Vasquez and Evans",9588,"Smith, Vasquez and Evans INC","49,478.72",24-03-2026,0.00,0.00,Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
001-111-8020,8774152,"LSA | Sullivan, Hayes and Russell | Synthetic",576849,060971,"Sullivan, Hayes and Russell",7819,"Sullivan, Hayes and Russell INC","2,540.73",07-10-2025,"2,180.17","4,949.61",Reinvent One-To-One Roi,Gina Sullivan,National,,,,,,,,,,,
644-579-9702,0084675,LSA | Gould-Williams | Synthetic,221515,316838,Gould-Williams,4355,Gould-Williams INC,"34,215.04",12-04-2026,0.00,"4,302.90",Implement 24/7 Vortals,Peggy Patrick,GateHouse,,,,,,,,,,,
701-612-9229,6006952,"LSA | Foster, Torres and Foster | Synthetic",813270,231888,"Foster, Torres and Foster",8295,"Foster, Torres and Foster INC","2,664.14",06-04-2026,0.00,0.00,Grow Plug-And-Play Functionalities,Gina Sullivan,National,,,,,,,,,,,
527-093-4069,7888958,"LSA | Hughes, Henderson and Little | Synthetic",119194,012349,"Hughes, Henderson and Little",1192,"Hughes, Henderson and Little INC","11,743.59",28-04-2026,"1,782.58","42,572.19",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
387-000-6127,8953837,LSA | Gentry Inc | Synthetic,836108,582484,Gentry Inc,2539,Gentry Inc INC,"35,820.37",07-05-2026,"11,994.25","58,601.74",E-Enable B2C Experiences,Angela Cole,National,,,,,,,,,,,
237-107-3708,8474651,"LSA | Castillo, Ball and Valdez | Synthetic",740688,939267,"Castillo, Ball and Valdez",9588,"Castillo, Ball and Valdez INC","54,926.65",24-03-2026,0.00,"70,080.06",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
349-023-1789,2923790,"LSA | Moreno, Ellis and Anderson | Synthetic",422419,052774,"Moreno, Ellis and Anderson",9475,"Moreno, Ellis and Anderson INC","58,145.58",08-07-2025,0.00,0.00,Synthesize Innovative Partnerships,Amanda Garcia,DummyG,,,,,,,,,,,
112-362-3596,2161827,LSA | King and Sons | Synthetic,638326,688059,King and Sons,9588,King and Sons INC,"17,027.77",27-04-2026,"11,715.82","45,174.82",Revolutionize B2C Platforms,Jason Drake,National,,,,,,,,,,,
775-457-9161,6576293,"LSA | Russell, Whitaker and Hill | Synthetic",356393,310835,"Russell, Whitaker and Hill",4744,"Russell, Whitaker and Hill INC","48,895.77",07-05-2026,"3,165.40","53,334.76",Re-Contextualize Dot-Com Deliverables,Angela Cole,National,,,,,,,,,,,
